"Initiative","State","County","City","Recipient","Links",Number Of Initiatives
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","St. Landry Parish                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","Tangipahoa Parish                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","Tensas Parish                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","Washington Parish                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","West Carroll Parish                                                                                                                                                                                                                                            ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","LA                                                                                                                                                                                                                                                             ","Winn Parish                                                                                                                                                                                                                                                    ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MD                                                                                                                                                                                                                                                             ","Baltimore                                                                                                                                                                                                                                                      ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Carter County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Dunklin County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Mississippi County                                                                                                                                                                                                                                             ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","New Madrid County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Oregon County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Pemiscot County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Reynolds County                                                                                                                                                                                                                                                ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Ripley County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Shannon County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","St. Louis city                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Texas County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Washington County                                                                                                                                                                                                                                              ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Wayne County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MO                                                                                                                                                                                                                                                             ","Wright County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Adams County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Amite County                                                                                                                                                                                                                                                   ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Attala County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Benton County                                                                                                                                                                                                                                                  ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Bolivar County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Chickasaw County                                                                                                                                                                                                                                               ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
"Persistent Poverty                                                                                                                                                                                                                                              ","MS                                                                                                                                                                                                                                                             ","Choctaw County                                                                                                                                                                                                                                                 ","                                                                                                                                                                                                                                                                        ","                                                                                                                                                                                                                                                                                                                                                                                                                                                 ","                                                                                                                                                   ",1
